name,postcode
Sustainable Procurement Group Ltd,3053
Nurses Christian Fellowship Australiasouth Australia Inc,5063
Friends Of Deep Creek Conservation Park,5204
Mazenod College Limited,6076
Miracle Faith Centre Global Church Australia Ltd,4870
Ulladulla Childrens' Centre Incorporated,2539
Arethusa College Ltd,4508
The Buttery Limited,2479
Infrastructure Sustainability Council of Australia,2000
Safe Places Community Services Limited,4102
The Trustee For H G Jones Estate,2001
Malay Educational & Cultural Centre Australia,6155
Disability Advocacy Network Australia (DANA) Ltd,2602
Your Support Services Pty Ltd,2057
Novita Children's Services,5010
The Girls Brigade NSW Inc,2146
THE TRUSTEE FOR PINK UMBRELLA FOUNDATION,2150
SOS Health Foundation,3170
Australian Trade Training College Limited,4020
St Mary's College Gunnedah,2380
Children's Prayer Network Incorporated,2758
Claremont & Southport Aged Care Limited,3205
Seymour Agricultural & Pastoral Society Scholarship Fund,3660
Sarah-Grace Sarcoma Foundation,2611
Influencers Conferences Ltd,5075
Faith Works International Ltd,4341
Hope International Ministries,4110
Accident Scene Management Australia Limited,3610
The Australian Justice Tribunal,3066
Lantern Ministries Limited,2580
Metro South Medicare Local Ltd,4113
The Mulloon Institute Limited,2621
Toogoolawah Primary P&C Association,4313
Future Connections Association Inc,
Central Queensland Regional Aboriginal And Islander Community Controlled Health Organisation Ltd,4680
Australian Computer Society Incorporated,2000
Macedonian Australian Orthodox Church St Mary Uspenie Na Prosveta Bogorodica Western Region Inc.,3037
Juru Enterprises Limited,4805
Ramsgate Public School P & C Association,2217
First Church Of Christ Scientist Newcastle,2303
Sikh Study and Cultural Society Inc.,3150
Murlpirrmarra Connection Limited,6106
Dera Sacha Sauda Australia Limited,3046
Normanton Primary P&C Association,4890
Oberthur Primary School P&C Assoc,6149
THE TRUSTEE FOR MYBOWERHOUSE FOUNDATION FUND,4101
Ellen-Brockman Integrated Catchment Group Inc,6501
Wildlife Emergency Ltd,4507
Australian Christian Churches Tasmania Ltd,7018
In Good Faith Foundation,3039
Feminist Education Association,3056
Sarah Mary Rooney Estate,4001
Millen Farm Ltd,4520
Cornerstone Housing Ltd,5070
Friends Of Telowie Gorge Conservation Park,5540
Dine for Life Ltd,6000
CAN TOO FOUNDATION LIMITED,2095
HUMAN RIGHTS RELIEF FOUNDATION,2166
Ingham Parents Support Group Inc,4850
Swan Reach Christian Womens Group,5354
Adamstown RSL sub-Branch (RSL NSW),2289
Arnold Street Uniting Sunday School,3550
Toowoomba North Primary P&C Association,4350
Your Dream Incorporated ,2153
Holy Name Catholic Church Preston East,3073
Whyalla Church Of Christ,5608
St Mary's Jacobite Syrian Orthodox Church,2147
The Sydney Children's Hospitals Network (Randwick And Westmead) (Incorporating The Royal Alexandra Hospital For Children),2145
Acacia Ridge District Baptist Church,4110
Tootgarook Pre School Inc,3941
Al-Mustapha Institute Of Brisbane,4118
Narrabri RSL sub-Branch (RSL NSW),2390
Autumn Shorn Committee Incorporated,2404
The Trustee for the Jackman Furness Foundation for the Performing Arts,6008
Windale Men's Shed And Community Group Inc,2306
Lady Brooks Kindergarten Parents Committee Inc,3444
Croydon Hills Baptist Church,3136
Renmark Congregation of Jehovah's Witnesses,5341
Picton Public School Parents And Citizens Association,2571
The Basket Of Bread And Hope,3155
Illawarra Aboriginal Corporation,2500
Australian Lupin Association,6151
The Trustee For No. 77 Squadron Raaf Gallery Trust,2303
Care and Communication Concern Community Churches Inc.,3066
Glen Innes Public School P&C Association,2370
Lutheran Parish Ceduna,5690
Furry Friends Forever Rescue,2567
The Trustee For The Girton Grammar Library Fund,3550
Young Australia League Inc,6000
St James Anglican Church Dandenong,
Coast Community Care Incorporated,2251
Teen Challenge Ministries Inc,3620
Goldfields Masonic Homes Inc.,6430
Belarusian Autochepalous Orthodox Church,3013
Western Australian Blind Bowlers Association (Inc),6004
St Andrew's Anglican Church Abbotsford,2046
Church Property Trust - Howell Estate-Legacy Est Bertram Howard,2000
The Trustee For Caring For People International Trust Fund,2000
Returned & Services League Mosman Park Sub-branch,6912
Carnarvon Trustees Aboriginal Corporation,6701
Margate Christian Church Inc,7054
Heathcote Public School P&C Association,2233
Forest Lake Samoan Wesleyan Methodist Church,4077
Anglican Boys Society Cebs Community Service,3135
Catholic Parish Of St Joseph Edgecliff,2027
THE RETURNED & SERVICES LEAGUE OF AUSTRALIA VICTORIAN BRANCH - HIGHETT WELFARE PATRIOTIC FUND,3000
Royalla Landcare Incorporated,2620
Tooth Aid Inc,2066
The Trustee For Westpac Community Trust,2000
Tallebudgera State School P&C Assn,
The Trustee For Rotary Club Of Brisbane Planetarium Community And International Fund,4075
Roman Catholic Trust Corporation For The Diocese Of Townsville St Kierans,4825
St Elizabeth's Catholic Church Noble Park North,3175
Qcwa Branch Mitchell,4455
The Anglican Parish Of Norwood,5067
Westcare Community Services Incorporated,2750
Trevallyn Primary Schoolcouncil Association Inc,7250
Nyoongar Outreach Services,6004
Gascoyne River Volunteer Bush Fire Brigade,6701
Monash City Church Of Christ,3150
Archangel Michael Coptic School Building Fund,2770
Citinorth Community Church,3754
Pine Rivers Riding For Disabled Association Inc,4502
Bellingen Neighbourhood Centre Inc,2454
Revival Centres International Bendigo,3550
Rsl (Victoria) House Building Fund,3000
Our Lady Of The Pines Church,3111
Gaeta Rural Fire Brigade,4031
Shepparton Presbyterian Church Federal Board,3630
Roebourne District State Emergency Service,6720
Life Education Gippsland Inc,3844
Catholic Parish Of Our Lady Of The Assumption Homebush,2140
Ingham Primary P&C Association,4850
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn Parish Of Barellan,2665
Returned & Services League Of Australia (Queensland Branch) Gaythorne Sub Branch Inc,4053
Kingsley Congregation of Jehovah's Witnesses,6027
Nundle Community Welfare Foundation,2340
Mannix College,3168
St Luke's Anglican Church Hornsby Heights,2077
Mortdale Public School P&C,2223
Polish Association In Hobart Inc.,7008
"PRESBYTERIAN CHURCH OF AUSTRALIA INTHE STATE OF NEW SOUTH WALES PARISH OFROSEVILLE LINDFIELD KILLARA HEATHER BRAE RETIREMENT UNITS as the operator of a PBI
",2069
Returned & Services League of Australia (Queensland Branch) Herbert River Sub-Branch Incorporated,4850
St James Primary School,3186
Lions Club Of The City Of Adelaide Inc Charities Trust Fund,5065
Uca - Ashburton,3147
Werribee Baptist Church,3030
Rosedale Neighbourhood House Inc,3847
The Trustee For Mary C Anderson Charitable Trust,2001
Catholic Secondary Girls Schools Sports Association,4068
V M R Mornington Volunteer Marine Rescue Inc,3931
Nerang Neighbourhood Centre Inc,4211
Coconut Island Primary P&C Association,4875
The Trustee For Rae And Edith Bennett Research Fund,2001
Amroha International Society,
Hunter-Barrington Congregation Presbyterian Church Of Eastern Australia,2324
The Roman Catholic Bishop Of Broome Derby Parish,6728
Contemporary Care Ltd,2290
First Church Of Christ Scientist Brisbane,4000
Project Numbat Incorporated,6019
Bembeya Music Incorporated,2044
Coptic Orthodox Education Commission Of Canber. & Act School Building Fund,2617
Australian Freshwater Turtles,4563
Anglican Parish Of Cranbrook,6321
St Matthews Catholic Church North Fawkner,3060
Victoria State Emergency Service Bellarine Unit,3222
Lesmurdie Baptist Church Inc,6076
Catholic Parish Of St Dominic Flemington,2140
The Trustee For Fox Classic Car Collection Trust,3008
Family Relief Endowment Fund,2576
The Wedderburn Literary Institute Comm,3518
Uca-Uniting Church Grenfell,2810
Christ Church St Ives Pre School Inc,2075
Perth Harmony Chapter,6061
Botany Public School P&C Association,2019
Reformed Church Of Dandenong Inc,3175
Binnaway Central School Parents And Citizens Association,2395
Dominican Sisters Of Malta In NSW,2148
Flinders Campus Community Services Inc,5042
Giriraja Govardhana Gaudiya Math Incorporated,2484
Red and White Foundation Ltd as trustee for the Red & White Scholarship Fund,4305
The Katrina Dawson Foundation,
Goonellabah Pre-School Incorporated,2480
Kabbarli Home & Community Care Assoc,4551
Dalby Baptist Church,4405
Maryborough Benevolent Society Inc,3465
Puutu Kunti Kurrama and Pinikura People Charitable Trust,2000
Australian Marine Conservation Society Inc,4101
Emmanuel AOG Inc,3023
Nazareth Catholic College,5023
The North Coast Aboriginal Corporation For Community Health,4558
Faith Bible Church Inc,6156
Hazelhurst Retreat Regional Art Gallery Fund Incorporated,2227
Training Ship Perth Naval Reserve Cadets,6158
The Ahepa Medical Foundation Incorporated,2036
Uca - Gisborne,3437
Desert Peoples Centre Inc,870
Jing Xiu Lan Ruo Buddhist Retreat Inc,6063
Fishcare East Gippsland Inc,3875
Springvale Service For Children Inc,3171
Anglican Community Care Incorporated,5290
Riding For The Disabled Association NSW Cowra Centre,2794
Royal Institute For Deaf And Blind Children,2151
Jamisontown Public School P&C Association,2750
Saint Josephs School Parents Andfriends Association,4605
Freedom Apostolic Ministries International,3805
Ocean Keys Community Church,
Campbelltown Lutheran Church,2558
Trustees Of The Roman Catholic Church For The Archdiocese Of Canberra And Goulburn As Trustee For Sacred Heart Central Cootamundra,2590
Northern Illawarra Neighbour Aid Incorporated,2508
Ceylonese Welfare Organisationincorporated,3204
The Little Treasures Foundation,5082
The Trustee For The Brighter Future For Kids Foundation,4558
Saint Johns Lutheran Church Willaura ,3379
Scotland Island & Offshore Children's Services Inc,2105
Australian Chinese Alliance Churches Committee,2209
House Of Power Christian Church,3201
Lockhart River Arts Indigenous Corporation,4892
Emmanuel Christian Schools And Ministries Incorporated,5109
Free Serbian Orthodox Church & School Congregation Of St Sava At Hindmarsh Sa Inc,5007
Verrierdale Rural Fire Brigade,4031
Tabernacle Family Church,6151
Satellite Gospel Trust,3337
Furry Friends Animal Rescue Qld Inc,4105
"GRACE OUTREACH ASSEMBLIES AS THE OPERATOR OF A PBI
",2165
Nunawading Christian Assembly,
Presbyterian Church Of Australia In The State Of NSW Parish Of Condobolin,2877
Parkes Travel Unincorporated,2870
Catholic Parish Of Holy Family Ingleburn,2565
Eidsvold Rural & Neighbourhood Watch,4627
St Anthonys Church Memorial Preservation Association Inc,2148
The Point Christian Assembly Inc,4159
Victorian Jazz Archive Inc,3152
Ballajura Community College P&C Assn,6066
Life Education Centre Foundation Waincorporated,6051
Derby Media Aboriginal Corporation,6728
Boggabri Old People's Welfare Com Inc,2382
Samaritan College,5600
Anglican Trusts Corporation Of The Diocese Of Gippsland,3860
The Trustee For Gwenneth E Miller Estate,3000
Western Australian Venereology Society,6160
Moe Life Skills Community Centre Inc,3825
Uca - Fitzroy Parish,4701
The Last Great Hunt Inc,6003
Central West Family Support Group Inc,2877
Perth Bone & Tissue Bank Inc.,6009
Friends Of L'Arche Perth,6008
The Trustee For Eric Norman Sweet Charitable Trust,2001
Culburra Baptist Church,2540
NSW Association For Gifted & Talented Children Inc ACT Support Group,2602
Hobart Discovery Inc,7000
Armed Services Assistance Centre,4005
FOR OUR DAILY BREAD,4566
Waterton Rural Fire Brigade,4031
Women's Information Support And Housing In The North Inc.,3046
The Trustee For The Anglican Church Of Australia Long Service Leave Fund,2000
Melbourne French Theatre Inc,3053
Bunbury Timber Jetty Environment & Conservation Society (Inc),6230
Camden Community Band Inc,2570
C3 Church Melrose Park Incorporated,5048
Cat Lovers Rescue,2153
Rangers Incorporated,2508
Korean Chaplaincy Of Diocese Of Parramatta,2153
Carinya Lodge Homes Inc,3950
Restoration Felowships International - (Qld) Inc,4520
Warragul Community Pre School Centre Incorporated,3820
International Bible Students Association,2565
Handshake Aid Limited,3130
Botany Park Pre School Committee,3201
LOTUS ENLIGHTENMENT BUDDHIST ASSOCIATION OF AUSTRALIA LIMITED,2000
Charlestown Christian Education Association Incorporated,2290
Meritorious Ltd,3038
Uca - West Tamar Parish,7275
Warwick West Primary P&C Association,4370
THE TRUSTEE FOR BENTHAM FOUNDATION,4157
Penrith Grace Ministries Australia,2750
Volunteering Geelong Inc,3220
The Trustee For Smugglers Of Light Foundation,2007
Greenhills Community Benevolent Society Incorporated,3988
Sanatan Youth Charity of ACT,2617
Polio Australia Incorporated,3101
Sanctuary 7 Association Inc,4551
Lower King Pre School,6330
Uniting Church In Australia Fund Gawler,5118
Cranbury Landcare Group Incorporated,2804
The Roman Catholic Bishop Of Bunbury Leschenault Parish,6233
"THE ECUMENICAL HOUSING INC AS THE OPERATOR OF A PBI
",3002
Boonah State School Parents And Citizens Association Incorporated,4310
The Trustee For Patrick C Moffatt Trust,2001
Australia International Volunteers (AIV),3338
The Caves State School Parents & Citizens Association,4702
RINGWOOD HISTORICAL RESEARCH GROUP INC.,3114
Wonthaggi Rsl Sub-Branch,3995
Catholic Parish Of St Michael Daceyville,2032
The Trustee for Moriah College Foundation,2022
Nuriootpa Congregation of Jehovah's Witnesses,5355
Landsborough And District Historical Group Incorporated,3384
Dunreath Volunteer Bush Fire Brigade,6258
Whispering Hope Housing Co-Operative Limited,2020
The Salvation Army Australia Southern Territory Social Work,3130
The Trustee for ACPT- Bondi Trust,2000
Scripture Union Australia Inc,2116
Coonabarabran Congregation of Jehovah's Witnesses,2357
Southern Cross Care (S.A. & N.T.) Incorporated,5063
Fairfield Parent Support Centre,2164
Tasmanian Transport Museum Society Inc,7010
Princess Margaret Hospital Volunteers Inc,6008
Sangora Education Foundation,6008
The Osmar Julius Blau and Beatrice Earle Blau Memorial Trust,4000
St Paul's Primary School,6714
Dalwallinu Volunteer Fire Brigade,6609
Booragoon Occasional Child Care Centre Inc,6154
Marrickville Legal Centre,2204
The Trustee for the Moriah College Scholarship Fund,2022
St Paul's Presbyterian Church,4000
Multi Purpose Allira Gathering Association Incorporated,2830
The Returned And Services League Of Australia Victorian Branch,3000
St Peters Caboolture Parents And Friends Association,4510
Sunshine Congregation of Jehovah's Witnesses,3020
The Trustee For Alfred Hospital Whole Time Medical Specialists Private Practice Trust,3004
Mad Foundation Inc.,3166
Mt Beppo Public Hall Committee Inc,4313
Coast and Country Community Services Ltd.,2541
North Coast Community Church Inc,2470
Arabic Welfare Incorporated,3056
Yarrawonga Congregation of Jehovah's Witnesses,3730
Pindiddy Aboriginal Corporation,6612
Gosford RSL sub-Branch (RSL NSW),2250
Darebin Childcare And Kindergarten Inc Preston Reservoir,3072
Lord Of The Breakthrough Inc,4020
The Trustee For The Somerset College Foundation Building Fund,4213
Scamander Congregation of Jehovah's Witnesses,7215
Trinity Lutheran Church Hope Valley,5090
Nepean Men's Shed Incorporated,2774
Toowoomba West Special School P&C Association,4350
Cardiff Child Care Centre Inc,2285
The Tertiary Place Inc,4172
The Knox School Education Foundation,3152
The Trustee For Jdfc & Vs Futter Trust,2587
